Symbol,Name
MXNBRL=X,MXN/BRL
MURSGD=X,MUR/SGD
MXNCHF=X,MXN/CHF
MXNBOB=X,MXN/BOB
MURCZK=X,MUR/CZK
MADZAR=X,MAD/ZAR
MXNHKD=X,MXN/HKD
MYRSGD=X,MYR/SGD
MOPGBP=X,MOP/GBP
MADQAR=X,MAD/QAR
MKDJPY=X,MKD/JPY
MOP=X,USD/MOP
MROMAD=X,MRO/MAD
MRO=X,USD/MRO
MZNJPY=X,MZN/JPY
MYRCOP=X,MYR/COP
MURRUB=X,MUR/RUB
MURCAD=X,MUR/CAD
MADJPY=X,MAD/JPY
MXNCAD=X,MXN/CAD
MYRBRL=X,MYR/BRL
MAD=X,USD/MAD
MADIDR=X,MAD/IDR
MADEGP=X,MAD/EGP
MYRBMD=X,MYR/BMD
MWK=X,USD/MWK
MYRVEF=X,MYR/VEF
MXNQAR=X,MXN/QAR
MURCNY=X,MUR/CNY
MADMXN=X,MAD/MXN
MADPHP=X,MAD/PHP
MXNKWD=X,MXN/KWD
MKD=X,USD/MKD
MURPHP=X,MUR/PHP
MADTWD=X,MAD/TWD
MYRCHF=X,MYR/CHF
MADCAD=X,MAD/CAD
MADLVL=X,MAD/LVL
MURPLN=X,MUR/PLN
MNT=X,USD/MNT
MADLTL=X,MAD/LTL
MOPCAD=X,MOP/CAD
MADRUB=X,MAD/RUB
MXNTND=X,MXN/TND
MYRCAD=X,MYR/CAD
MADGBP=X,MAD/GBP
MURISK=X,MUR/ISK
MXNTWD=X,MXN/TWD
MXNEUR=X,MXN/EUR
MVRGBP=X,MVR/GBP
MXNLVL=X,MXN/LVL
MOPCHF=X,MOP/CHF
MURSAR=X,MUR/SAR
MDLUSD=X,MDL/USD
MADHUF=X,MAD/HUF
MYREUR=X,MYR/EUR
MYRLBP=X,MYR/LBP
MURIDR=X,MUR/IDR
MURDKK=X,MUR/DKK
MYRIDR=X,MYR/IDR
MURHKD=X,MUR/HKD
MYRILS=X,MYR/ILS
MOPEUR=X,MOP/EUR
MYRAED=X,MYR/AED
MADUSD=X,MAD/USD
MADJOD=X,MAD/JOD
MURTWD=X,MUR/TWD
MYRZAR=X,MYR/ZAR
MURTND=X,MUR/TND
MXNOMR=X,MXN/OMR
MOPAUD=X,MOP/AUD
MXNINR=X,MXN/INR
MADKWD=X,MAD/KWD
MURKWD=X,MUR/KWD
MZNEUR=X,MZN/EUR
MURAED=X,MUR/AED
MXNGBP=X,MXN/GBP
MXNJOD=X,MXN/JOD
MXNDKK=X,MXN/DKK
MYRCLP=X,MYR/CLP
MADEUR=X,MAD/EUR
MDLGBP=X,MDL/GBP
MURUSD=X,MUR/USD
MURMAD=X,MUR/MAD
MYRINR=X,MYR/INR
MVR=X,USD/MVR
MURNZD=X,MUR/NZD
MXNAUD=X,MXN/AUD
MXNCLP=X,MXN/CLP
MYRJPY=X,MYR/JPY
MURZAR=X,MUR/ZAR
MADNZD=X,MAD/NZD
MVRUSD=X,MVR/USD
MXNPHP=X,MXN/PHP
MZNCHF=X,MZN/CHF
MURSEK=X,MUR/SEK
MURJPY=X,MUR/JPY
MXNSGD=X,MXN/SGD
MXNZAR=X,MXN/ZAR
MXNIDR=X,MXN/IDR
MYRMXN=X,MYR/MXN
MXNMUR=X,MXN/MUR
MYRCNH=X,MYR/CNH
MURLVL=X,MUR/LVL
MURLTL=X,MUR/LTL
MOPSGD=X,MOP/SGD
MYRRUB=X,MYR/RUB
MURTRY=X,MUR/TRY
MUR=X,USD/MUR
MURJOD=X,MUR/JOD
MYRNZD=X,MYR/NZD
MXNHUF=X,MXN/HUF
MUREGP=X,MUR/EGP
MOPHKD=X,MOP/HKD
MURCHF=X,MUR/CHF
MXNMYR=X,MXN/MYR
MADSEK=X,MAD/SEK
OMA.PA,OMA.PA
MZN=X,USD/MZN
MYRKRW=X,MYR/KRW
MMK=X,USD/MMK
MADCHF=X,MAD/CHF
MYRNGN=X,MYR/NGN
MXNEGP=X,MXN/EGP
MADDKK=X,MAD/DKK
MXNNZD=X,MXN/NZD
MADHKD=X,MAD/HKD
MDL=X,USD/MDL
MXNVEF=X,MXN/VEF
MXNSEK=X,MXN/SEK
MADINR=X,MAD/INR
MXNTHB=X,MXN/THB
MURQAR=X,MUR/QAR
MADKES=X,MAD/KES
MURNOK=X,MUR/NOK
MADKRW=X,MAD/KRW
MURAUD=X,MUR/AUD
MXV=X,USD/MXV
MADPLN=X,MAD/PLN
MADMUR=X,MAD/MUR
MUROMR=X,MUR/OMR
MYROMR=X,MYR/OMR
MADSAR=X,MAD/SAR
MXNLKR=X,MXN/LKR
MKDEUR=X,MKD/EUR
MADOMR=X,MAD/OMR
MXNCZK=X,MXN/CZK
MXNILS=X,MXN/ILS
MYRBHD=X,MYR/BHD
MYRBOB=X,MYR/BOB
MGA=X,USD/MGA
MURGBP=X,MUR/GBP
MYRUYU=X,MYR/UYU
MYRZWL=X,MYR/ZWL
MYRTHB=X,MYR/THB
MURXDR=X,MUR/XDR
MKDGBP=X,MKD/GBP
MYRPKR=X,MYR/PKR
MXNTRY=X,MXN/TRY
MXNKRW=X,MXN/KRW
MXNPLN=X,MXN/PLN
MURKRW=X,MUR/KRW
MZNCAD=X,MZN/CAD
MYRPEN=X,MYR/PEN
MXNRUB=X,MXN/RUB
MADAUD=X,MAD/AUD
MYRDKK=X,MYR/DKK
MYREGP=X,MYR/EGP
MADTRY=X,MAD/TRY
MXNARS=X,MXN/ARS
MXNNOK=X,MXN/NOK
MYRTRY=X,MYR/TRY
MXNCOP=X,MXN/COP
MADNOK=X,MAD/NOK
MADCZK=X,MAD/CZK
MZNUSD=X,MZN/USD
MXNMAD=X,MXN/MAD
MADLKR=X,MAD/LKR
MXN=X,USD/MXN
MYRJOD=X,MYR/JOD
MADSGD=X,MAD/SGD
MXNISK=X,MXN/ISK
MADTHB=X,MAD/THB
MYRSAR=X,MYR/SAR
MKDUSD=X,MKD/USD
MYRTWD=X,MYR/TWD
MXVUSD=X,MXV/USD
MYRMUR=X,MYR/MUR
MADISK=X,MAD/ISK
MXNCNY=X,MXN/CNY
MYRCNY=X,MYR/CNY
MZNGBP=X,MZN/GBP
MXVMXN=X,MXV/MXN
MDLEUR=X,MDL/EUR
MURTHB=X,MUR/THB
NZDUSD=X,NZD/USD
NZDKRW=X,NZD/KRW
NZDKES=X,NZD/KES
NZDEGP=X,NZD/EGP
NZDCZK=X,NZD/CZK
NZDCHF=X,NZD/CHF
NPRUSD=X,NPR/USD
NPRGBP=X,NPR/GBP
NOKTND=X,NOK/TND
NOKMAD=X,NOK/MAD
NOKLTL=X,NOK/LTL
NOKIDR=X,NOK/IDR
NOKEUR=X,NOK/EUR
NOKEGP=X,NOK/EGP
NOKCNH=X,NOK/CNH
NOKCHF=X,NOK/CHF
NOKBAM=X,NOK/BAM
NOKAED=X,NOK/AED
NOK=X,USD/NOK
NIOUSD=X,NIO/USD
NADDKK=X,NAD/DKK
NZDMXN=X,NZD/MXN
NOKCLP=X,NOK/CLP
NZDHKD=X,NZD/HKD
NPRCHF=X,NPR/CHF
NIOGBP=X,NIO/GBP
NZDTWD=X,NZD/TWD
NGN=X,USD/NGN
NOKRSD=X,NOK/RSD
NIOCHF=X,NIO/CHF
NPRXDR=X,NPR/XDR
NOKSAR=X,NOK/SAR
NOKXDR=X,NOK/XDR
NADGBP=X,NAD/GBP
NOKISK=X,NOK/ISK
NZDCNY=X,NZD/CNY
NOKDKK=X,NOK/DKK
NZDEUR=X,NZD/EUR
NZDSGD=X,NZD/SGD
NOKPKR=X,NOK/PKR
NZDMYR=X,NZD/MYR
NIO=X,USD/NIO
NZDINR=X,NZD/INR
NOKJOD=X,NOK/JOD
NOKCNY=X,NOK/CNY
NOKOMR=X,NOK/OMR
NOKBRL=X,NOK/BRL
NZDHRK=X,NZD/HRK
NZDOMR=X,NZD/OMR
NADUSD=X,NAD/USD
NADZAR=X,NAD/ZAR
NZDLKR=X,NZD/LKR
NZDXDR=X,NZD/XDR
NZDMUR=X,NZD/MUR
NOKKWD=X,NOK/KWD
NPR=X,USD/NPR
NADCHF=X,NAD/CHF
NZDAUD=X,NZD/AUD
NADEUR=X,NAD/EUR
NOKKRW=X,NOK/KRW
NZDFJD=X,NZD/FJD
NOKPLN=X,NOK/PLN
NZDBRL=X,NZD/BRL
NOKRON=X,NOK/RON
NGNDKK=X,NGN/DKK
NZDPKR=X,NZD/PKR
NZDILS=X,NZD/ILS
NOKTHB=X,NOK/THB
NZDJOD=X,NZD/JOD
NOKCZK=X,NOK/CZK
NZDCNH=X,NZD/CNH
NOKINR=X,NOK/INR
NOKHKD=X,NOK/HKD
NIOEUR=X,NIO/EUR
NZDLTL=X,NZD/LTL
NZDPGK=X,NZD/PGK
NZDQAR=X,NZD/QAR
NOKUSD=X,NOK/USD
NZDISK=X,NZD/ISK
NZDDKK=X,NZD/DKK
NOKRUB=X,NOK/RUB
NOKKES=X,NOK/KES
NZDIDR=X,NZD/IDR
NZDHUF=X,NZD/HUF
NAD=X,USD/NAD
NOKTWD=X,NOK/TWD
NOKMYR=X,NOK/MYR
NZDKWD=X,NZD/KWD
NPREUR=X,NPR/EUR
NOKLKR=X,NOK/LKR
NZDPLN=X,NZD/PLN
NZD=X,USD/NZD
NZDMAD=X,NZD/MAD
NGNCHF=X,NGN/CHF
NZDAED=X,NZD/AED
NGNTHB=X,NGN/THB
NZDCLP=X,NZD/CLP
XAG=X,SILVER 1 OZ 999 NY
NOKHUF=X,NOK/HUF
NZDRUB=X,NZD/RUB
NGNZAR=X,NGN/ZAR
NGNUSD=X,NGN/USD
NZDRSD=X,NZD/RSD
NOKILS=X,NOK/ILS
NZDTHB=X,NZD/THB
NOKQAR=X,NOK/QAR
NZDPHP=X,NZD/PHP
NZDSAR=X,NZD/SAR
NZDTRY=X,NZD/TRY
NOKPHP=X,NOK/PHP
NOKSEK=X,NOK/SEK
NZDTND=X,NZD/TND
NOKMXN=X,NOK/MXN
NOKSGD=X,NOK/SGD
NOKMUR=X,NOK/MUR
NZDLVL=X,NZD/LVL
NOKTRY=X,NOK/TRY
NZDUAH=X,NZD/UAH
OMRSEK=X,OMR/SEK
OMRPLN=X,OMR/PLN
OMRKES=X,OMR/KES
OMRISK=X,OMR/ISK
OMRILS=X,OMR/ILS
OMRHUF=X,OMR/HUF
OMRDKK=X,OMR/DKK
OMRCAD=X,OMR/CAD
OMRPHP=X,OMR/PHP
OMRTRY=X,OMR/TRY
OMRAUD=X,OMR/AUD
OMRKWD=X,OMR/KWD
OMREUR=X,OMR/EUR
OMREGP=X,OMR/EGP
OMRHKD=X,OMR/HKD
OMRJOD=X,OMR/JOD
OMRINR=X,OMR/INR
OMRSGD=X,OMR/SGD
OMRCZK=X,OMR/CZK
OMRXDR=X,OMR/XDR
OMRTHB=X,OMR/THB
OMRSAR=X,OMR/SAR
OMRNOK=X,OMR/NOK
OMRIDR=X,OMR/IDR
OMRTND=X,OMR/TND
OMRMUR=X,OMR/MUR
OMRLTL=X,OMR/LTL
OMRPKR=X,OMR/PKR
OMRBHD=X,OMR/BHD
OMRAED=X,OMR/AED
OMRZAR=X,OMR/ZAR
OMRKRW=X,OMR/KRW
OMRNZD=X,OMR/NZD
OMRJPY=X,OMR/JPY
OMRCNY=X,OMR/CNY
OMRRUB=X,OMR/RUB
OMRMXN=X,OMR/MXN
OMRUSD=X,OMR/USD
OMR=X,USD/OMR
OMRLVL=X,OMR/LVL
OMRTWD=X,OMR/TWD
OMRLKR=X,OMR/LKR
OMRGBP=X,OMR/GBP
OMRCHF=X,OMR/CHF
OMRMAD=X,OMR/MAD
OMRQAR=X,OMR/QAR
PLNTRY=X,PLN/TRY
PLNSAR=X,PLN/SAR
PLNHUF=X,PLN/HUF
PKRZAR=X,PKR/ZAR
PKRNOK=X,PKR/NOK
PKRCAD=X,PKR/CAD
PHPISK=X,PHP/ISK
PHPILS=X,PHP/ILS
PHP=X,USD/PHP
PLNLBP=X,PLN/LBP
PENBOB=X,PEN/BOB
PLNUYU=X,PLN/UYU
PGKUSD=X,PGK/USD
PENBRL=X,PEN/BRL
PLNVEF=X,PLN/VEF
PENUYU=X,PEN/UYU
PLNXDR=X,PLN/XDR
PENDKK=X,PEN/DKK
PENTHB=X,PEN/THB
PENCLP=X,PEN/CLP
PLNCOP=X,PLN/COP
PLNCZK=X,PLN/CZK
PHPTND=X,PHP/TND
PHPUSD=X,PHP/USD
PLNCHF=X,PLN/CHF
PKREUR=X,PKR/EUR
PGKHKD=X,PGK/HKD
PHPHUF=X,PHP/HUF
PHPKRW=X,PHP/KRW
PLNEGP=X,PLN/EGP
PKRTHB=X,PKR/THB
PHPMYR=X,PHP/MYR
PHPTRY=X,PHP/TRY
PLNZAR=X,PLN/ZAR
PLNMYR=X,PLN/MYR
PGK=X,USD/PGK
PLNINR=X,PLN/INR
PHPPKR=X,PHP/PKR
PABCAD=X,PAB/CAD
PHPTWD=X,PHP/TWD
PLNVUV=X,PLN/VUV
PLNHKD=X,PLN/HKD
PHPLVL=X,PHP/LVL
PHPEUR=X,PHP/EUR
PHPCNY=X,PHP/CNY
PLNUSD=X,PLN/USD
PLNBMD=X,PLN/BMD
PGKDKK=X,PGK/DKK
PENGBP=X,PEN/GBP
PLNCNY=X,PLN/CNY
PABUSD=X,PAB/USD
PLNRON=X,PLN/RON
PENCHF=X,PEN/CHF
PENVEF=X,PEN/VEF
PLNKRW=X,PLN/KRW
PLNPHP=X,PLN/PHP
PKRHKD=X,PKR/HKD
PHPDKK=X,PHP/DKK
PKRQAR=X,PKR/QAR
PGKEUR=X,PGK/EUR
PEN=X,USD/PEN
PENCOP=X,PEN/COP
PKRSGD=X,PKR/SGD
PKRXDR=X,PKR/XDR
PHPLTL=X,PHP/LTL
PLNQAR=X,PLN/QAR
PABEUR=X,PAB/EUR
PHPMUR=X,PHP/MUR
PLNMUR=X,PLN/MUR
PYGCOP=X,PYG/COP
PLNKWD=X,PLN/KWD
PHPJPY=X,PHP/JPY
PLN=X,USD/PLN
PLNTHB=X,PLN/THB
PHPMAD=X,PHP/MAD
PHPVND=X,PHP/VND
PLNPKR=X,PLN/PKR
PLNEUR=X,PLN/EUR
PLNRUB=X,PLN/RUB
PLNBDT=X,PLN/BDT
PENEUR=X,PEN/EUR
PLNAED=X,PLN/AED
PHPSAR=X,PHP/SAR
PHPRUB=X,PHP/RUB
19753805.SW,19753805.SW
PLNOMR=X,PLN/OMR
PHPMXN=X,PHP/MXN
PLNJOD=X,PLN/JOD
PKRVND=X,PKR/VND
PHPNOK=X,PHP/NOK
PABCHF=X,PAB/CHF
PLNZWL=X,PLN/ZWL
PLNNZD=X,PLN/NZD
PKRAUD=X,PKR/AUD
PHPCAD=X,PHP/CAD
PLNILS=X,PLN/ILS
PHPNZD=X,PHP/NZD
PENMXN=X,PEN/MXN
PHPEGP=X,PHP/EGP
PHPJOD=X,PHP/JOD
PLNNGN=X,PLN/NGN
PKRUSD=X,PKR/USD
PLNTND=X,PLN/TND
PHPQAR=X,PHP/QAR
PYG=X,USD/PYG
PLNCAD=X,PLN/CAD
PGKGBP=X,PGK/GBP
PLNISK=X,PLN/ISK
PHPTHB=X,PHP/THB
PENARS=X,PEN/ARS
PLNSGD=X,PLN/SGD
PKRGBP=X,PKR/GBP
PENUSD=X,PEN/USD
PHPCZK=X,PHP/CZK
19753825.SW,19753825.SW
PLNBOB=X,PLN/BOB
PLNCLP=X,PLN/CLP
PLNDKK=X,PLN/DKK
PHPIDR=X,PHP/IDR
PKRPHP=X,PKR/PHP
PABGBP=X,PAB/GBP
PKRKRW=X,PKR/KRW
PABDKK=X,PAB/DKK
PYGCLP=X,PYG/CLP
PHPPLN=X,PHP/PLN
PLNIDR=X,PLN/IDR
PLNLTL=X,PLN/LTL
PENCAD=X,PEN/CAD
PLNPGK=X,PLN/PGK
PHPHKD=X,PHP/HKD
PGKCHF=X,PGK/CHF
PHPSEK=X,PHP/SEK
PLNNOK=X,PLN/NOK
PHPZAR=X,PHP/ZAR
PKRAED=X,PKR/AED
PKRINR=X,PKR/INR
PLNRSD=X,PLN/RSD
PLNTWD=X,PLN/TWD
PKRJPY=X,PKR/JPY
PKRDKK=X,PKR/DKK
PKREGP=X,PKR/EGP
PHPOMR=X,PHP/OMR
PENPYG=X,PEN/PYG
PLNMAD=X,PLN/MAD
PLNBHD=X,PLN/BHD
PLNMXN=X,PLN/MXN
PLNLKR=X,PLN/LKR
PYGUYU=X,PYG/UYU
PLNGBP=X,PLN/GBP
PLNPEN=X,PLN/PEN
PHPLKR=X,PHP/LKR
PLNKES=X,PLN/KES
PLNAUD=X,PLN/AUD
PKR=X,USD/PKR
PLNBND=X,PLN/BND
PHPSGD=X,PHP/SGD
PLNJPY=X,PLN/JPY
PLNBRL=X,PLN/BRL
PHPCHF=X,PHP/CHF
PHPINR=X,PHP/INR
PAB=X,USD/PAB
PHPKES=X,PHP/KES
PHPGBP=X,PHP/GBP
PKRCHF=X,PKR/CHF
PLNARS=X,PLN/ARS
PHPKWD=X,PHP/KWD
PHPAUD=X,PHP/AUD
PHPAED=X,PHP/AED
SEKEUR=X,SEK/EUR
QARZAR=X,QAR/ZAR
QARTND=X,QAR/TND
QARPLN=X,QAR/PLN
QARKES=X,QAR/KES
QARINR=X,QAR/INR
QARIDR=X,QAR/IDR
QAR=X,USD/QAR
QARNOK=X,QAR/NOK
QARSGD=X,QAR/SGD
QARAED=X,QAR/AED
QARDKK=X,QAR/DKK
QARHKD=X,QAR/HKD
QARLKR=X,QAR/LKR
QARKWD=X,QAR/KWD
QAROMR=X,QAR/OMR
QARISK=X,QAR/ISK
QARTHB=X,QAR/THB
QARNZD=X,QAR/NZD
QARTWD=X,QAR/TWD
QARRUB=X,QAR/RUB
QARTRY=X,QAR/TRY
QARKRW=X,QAR/KRW
QARILS=X,QAR/ILS
QARPKR=X,QAR/PKR
QARSAR=X,QAR/SAR
QARCAD=X,QAR/CAD
QARMXN=X,QAR/MXN
QARCNY=X,QAR/CNY
QARPHP=X,QAR/PHP
QARXDR=X,QAR/XDR
QARAUD=X,QAR/AUD
QARCHF=X,QAR/CHF
QARLTL=X,QAR/LTL
QARUSD=X,QAR/USD
QARSEK=X,QAR/SEK
QARCZK=X,QAR/CZK
QARMAD=X,QAR/MAD
QAREUR=X,QAR/EUR
QARJOD=X,QAR/JOD
QARMUR=X,QAR/MUR
QARGBP=X,QAR/GBP
QARBHD=X,QAR/BHD
QARJPY=X,QAR/JPY
QARLVL=X,QAR/LVL
QAREGP=X,QAR/EGP
QARHUF=X,QAR/HUF
RUBUSD=X,RUB/USD
RUBNOK=X,RUB/NOK
RUBMXN=X,RUB/MXN
RUBILS=X,RUB/ILS
RUBGBP=X,RUB/GBP
RUB=X,USD/RUB
RONEUR=X,RON/EUR
RONDKK=X,RON/DKK
RON=X,USD/RON
RUBKES=X,RUB/KES
RONCZK=X,RON/CZK
RSDCHF=X,RSD/CHF
RONRSD=X,RON/RSD
RONSGD=X,RON/SGD
RUBCZK=X,RUB/CZK
RONPLN=X,RON/PLN
RUBAZN=X,RUB/AZN
RONNZD=X,RON/NZD
RUBTJS=X,RUB/TJS
RUBEUR=X,RUB/EUR
RUBSGD=X,RUB/SGD
RUBDKK=X,RUB/DKK
RONCNY=X,RON/CNY
RSDGBP=X,RSD/GBP
RUBKZT=X,RUB/KZT
RSDCAD=X,RSD/CAD
RUBQAR=X,RUB/QAR
RUBMAD=X,RUB/MAD
RUBTWD=X,RUB/TWD
RUBISK=X,RUB/ISK
RONAED=X,RON/AED
RONHRK=X,RON/HRK
RONILS=X,RON/ILS
RONLTL=X,RON/LTL
RONTRY=X,RON/TRY
RONCAD=X,RON/CAD
RUBEGP=X,RUB/EGP
RUBCHF=X,RUB/CHF
RUBTND=X,RUB/TND
RONINR=X,RON/INR
RUBJPY=X,RUB/JPY
RONKRW=X,RON/KRW
RUBMDL=X,RUB/MDL
RUBAED=X,RUB/AED
RONCHF=X,RON/CHF
RUBPLN=X,RUB/PLN
RONUSD=X,RON/USD
RUBNZD=X,RUB/NZD
RONRUB=X,RON/RUB
RONUAH=X,RON/UAH
RUBINR=X,RUB/INR
RSDUSD=X,RSD/USD
RUBKGS=X,RUB/KGS
RSDDKK=X,RSD/DKK
RONTHB=X,RON/THB
RUBUZS=X,RUB/UZS
RUBTHB=X,RUB/THB
RSD=X,USD/RSD
RUBTMT=X,RUB/TMT
RUBLTL=X,RUB/LTL
RUBAMD=X,RUB/AMD
RUBPHP=X,RUB/PHP
RSDEUR=X,RSD/EUR
RONAUD=X,RON/AUD
RUBMYR=X,RUB/MYR
RUBHKD=X,RUB/HKD
RUBHUF=X,RUB/HUF
RONNOK=X,RON/NOK
RUBBYR=X,RUB/BYR
RONSEK=X,RON/SEK
RUBKRW=X,RUB/KRW
RONHKD=X,RON/HKD
RUBSEK=X,RUB/SEK
RONZAR=X,RON/ZAR
RONKWD=X,RON/KWD
RONJPY=X,RON/JPY
RONBRL=X,RON/BRL
RUBMUR=X,RUB/MUR
RUBIDR=X,RUB/IDR
RUBCAD=X,RUB/CAD
RUBZAR=X,RUB/ZAR
RUBJOD=X,RUB/JOD
RUBTRY=X,RUB/TRY
RUBSAR=X,RUB/SAR
RWF=X,USD/RWF
RUBAUD=X,RUB/AUD
RUBBRL=X,RUB/BRL
RONGBP=X,RON/GBP
RUBLKR=X,RUB/LKR
RUBOMR=X,RUB/OMR
RUBCNY=X,RUB/CNY
SZLGBP=X,SZL/GBP
SZLCHF=X,SZL/CHF
SYP=X,USD/SYP
SLL=X,USD/SLL
SGDMYR=X,SGD/MYR
SGDMAD=X,SGD/MAD
SGDINR=X,SGD/INR
SGDHKD=X,SGD/HKD
SGDGHS=X,SGD/GHS
SGDCZK=X,SGD/CZK
SGDCLP=X,SGD/CLP
SEKUSD=X,SEK/USD
SEKMAD=X,SEK/MAD
SEKLTL=X,SEK/LTL
SEKHUF=X,SEK/HUF
SEKGBP=X,SEK/GBP
SEKDKK=X,SEK/DKK
SEKBGN=X,SEK/BGN
SARZAR=X,SAR/ZAR
SARCZK=X,SAR/CZK
SGDOMR=X,SGD/OMR
SARPLN=X,SAR/PLN
SGDBHD=X,SGD/BHD
SGDCNY=X,SGD/CNY
19754120.SW,19754120.SW
SARMUR=X,SAR/MUR
SARPHP=X,SAR/PHP
SEKKWD=X,SEK/KWD
SYPHKD=X,SYP/HKD
SARNZD=X,SAR/NZD
19754264.SW,19754264.SW
SARPKR=X,SAR/PKR
SGDMXN=X,SGD/MXN
SGDKRW=X,SGD/KRW
SARCHF=X,SAR/CHF
SCRDKK=X,SCR/DKK
SARCAD=X,SAR/CAD
SCRGBP=X,SCR/GBP
SARNOK=X,SAR/NOK
SGDZAR=X,SGD/ZAR
SBDEUR=X,SBD/EUR
SGDBMD=X,SGD/BMD
SGDRUB=X,SGD/RUB
SGDBDT=X,SGD/BDT
SGDVND=X,SGD/VND
SARTHB=X,SAR/THB
SGDPLN=X,SGD/PLN
SDGEUR=X,SDG/EUR
SARAED=X,SAR/AED
SEKXDR=X,SEK/XDR
19753442.SW,19753442.SW
SARIDR=X,SAR/IDR
SEKSAR=X,SEK/SAR
SVCGBP=X,SVC/GBP
SEKTHB=X,SEK/THB
SARLVL=X,SAR/LVL
SEKKPW=X,SEK/KPW
SARINR=X,SAR/INR
SGDAED=X,SGD/AED
SGDBRL=X,SGD/BRL
SEKBWP=X,SEK/BWP
SGDXDR=X,SGD/XDR
SEKRON=X,SEK/RON
SEKTRY=X,SEK/TRY
SRDCHF=X,SRD/CHF
SAR=X,USD/SAR
SGDJOD=X,SGD/JOD
SCRUSD=X,SCR/USD
SGDISK=X,SGD/ISK
SEKKES=X,SEK/KES
SAREGP=X,SAR/EGP
SZLUSD=X,SZL/USD
SGDAUD=X,SGD/AUD
SGDNGN=X,SGD/NGN
SBDGBP=X,SBD/GBP
SHP=X,USD/SHP
SEK=X,USD/SEK
SEKCAD=X,SEK/CAD
19838326.SW,19838326.SW
SBDCHF=X,SBD/CHF
SZLEUR=X,SZL/EUR
SARQAR=X,SAR/QAR
SYPCHF=X,SYP/CHF
SEKMUR=X,SEK/MUR
STD=X,USD/STD
SARMAD=X,SAR/MAD
SEKRUB=X,SEK/RUB
SGDMOP=X,SGD/MOP
SGDUGX=X,SGD/UGX
SGDPEN=X,SGD/PEN
SARUSD=X,SAR/USD
SGDHUF=X,SGD/HUF
SGDCHF=X,SGD/CHF
SEKTWD=X,SEK/TWD
SARTWD=X,SAR/TWD
SEKCHF=X,SEK/CHF
SEKCNY=X,SEK/CNY
SCR=X,USD/SCR
SGDZWL=X,SGD/ZWL
SARILS=X,SAR/ILS
SEKCNH=X,SEK/CNH
10366999.EX,10366999.EX
SGDCAD=X,SGD/CAD
SARKRW=X,SAR/KRW
SEKJPY=X,SEK/JPY
SGDPHP=X,SGD/PHP
SEKTND=X,SEK/TND
19753566.SW,19753566.SW
SGDQAR=X,SGD/QAR
SEKRSD=X,SEK/RSD
SEKCLP=X,SEK/CLP
SEKSGD=X,SEK/SGD
SGDBGN=X,SGD/BGN
SEKKRW=X,SEK/KRW
SARGBP=X,SAR/GBP
SGDBWP=X,SGD/BWP
SVCUSD=X,SVC/USD
SGDLBP=X,SGD/LBP
SEKISK=X,SEK/ISK
SEKJMD=X,SEK/JMD
SARISK=X,SAR/ISK
SGDEGP=X,SGD/EGP
SIT=X,USD/SIT
SDGGBP=X,SDG/GBP
SOS=X,USD/SOS
SGDMUR=X,SGD/MUR
19753568.SW,19753568.SW
SARLKR=X,SAR/LKR
SGDPKR=X,SGD/PKR
SARHUF=X,SAR/HUF
SARBHD=X,SAR/BHD
SEKQAR=X,SEK/QAR
SARJPY=X,SAR/JPY
SARCNY=X,SAR/CNY
SEKILS=X,SEK/ILS
SARXDR=X,SAR/XDR
SARKWD=X,SAR/KWD
SARDKK=X,SAR/DKK
SRDUSD=X,SRD/USD
SRDEUR=X,SRD/EUR
SARSEK=X,SAR/SEK
SBDUSD=X,SBD/USD
SGDKWD=X,SGD/KWD
SEKAED=X,SEK/AED
SEKINR=X,SEK/INR
SGDTWD=X,SGD/TWD
SARSGD=X,SAR/SGD
SGDARS=X,SGD/ARS
SHPCHF=X,SHP/CHF
SEKGIP=X,SEK/GIP
SARTRY=X,SAR/TRY
SYPSGD=X,SYP/SGD
SEKANG=X,SEK/ANG
SARLTL=X,SAR/LTL
SEKBAM=X,SEK/BAM
SYPQAR=X,SYP/QAR
SYPDKK=X,SYP/DKK
SGDCNH=X,SGD/CNH
SEKMYR=X,SEK/MYR
SGD=X,USD/SGD
SEKMXN=X,SEK/MXN
SGDUYU=X,SGD/UYU
SARHKD=X,SAR/HKD
SARAUD=X,SAR/AUD
SGDILS=X,SGD/ILS
SEKEGP=X,SEK/EGP
SZL=X,USD/SZL
SEKPKR=X,SEK/PKR
SGDLTL=X,SGD/LTL
SHPUSD=X,SHP/USD
19754261.SW,19754261.SW
SCRCHF=X,SCR/CHF
SARTND=X,SAR/TND
SEKAMD=X,SEK/AMD
SEKPLN=X,SEK/PLN
SGDBOB=X,SGD/BOB
SDGUSD=X,SDG/USD
SRDGBP=X,SRD/GBP
SEKLKR=X,SEK/LKR
SGDTHB=X,SGD/THB
SAROMR=X,SAR/OMR
SEKBRL=X,SEK/BRL
SARJOD=X,SAR/JOD
SGDVEF=X,SGD/VEF
SBD=X,USD/SBD
SEKHKD=X,SEK/HKD
SVC=X,USD/SVC
SGDJPY=X,SGD/JPY
SEKIDR=X,SEK/IDR
SVCEUR=X,SVC/EUR
SGDTRY=X,SGD/TRY
SGDLKR=X,SGD/LKR
SEKCZK=X,SEK/CZK
SARRUB=X,SAR/RUB
SGDEUR=X,SGD/EUR
SGDUSD=X,SGD/USD
